Data,Viral Load Result,Organisation unit,Period,Value,Numerator,Denominator,Factor,Multiplier,Divisor
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ad 23 Brigade Medical Centre Yola,June 2024,49,49,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ak 6 Battalion Medical Reception Station Abak,October 2023,408,408,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ak 6 Battalion Medical Reception Station Abak,November 2023,418,418,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ak 6 Battalion Medical Reception Station Abak,December 2023,353,353,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ak 6 Battalion Medical Reception Station Abak,January 2024,430,430,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ak 6 Battalion Medical Reception Station Abak,February 2024,417,417,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ak 6 Battalion Medical Reception Station Abak,March 2024,323,323,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ak 6 Battalion Medical Reception Station Abak,April 2024,419,419,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ak 6 Battalion Medical Reception Station Abak,May 2024,417,417,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ak 6 Battalion Medical Reception Station Abak,June 2024,404,404,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,October 2023,148,148,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,November 2023,160,160,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,December 2023,139,139,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,January 2024,163,163,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,February 2024,169,169,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,March 2024,150,150,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,April 2024,165,165,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,May 2024,166,166,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,June 2024,174,174,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,October 2023,134,134,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,November 2023,140,140,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,December 2023,112,112,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,January 2024,134,134,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,February 2024,133,133,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,March 2024,124,124,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,April 2024,128,128,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,May 2024,128,128,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,June 2024,131,131,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,an 302 Artillery Regiment Medical Reception Station Onitsha,October 2023,486,486,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,an 302 Artillery Regiment Medical Reception Station Onitsha,November 2023,468,468,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,an 302 Artillery Regiment Medical Reception Station Onitsha,December 2023,472,472,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,an 302 Artillery Regiment Medical Reception Station Onitsha,January 2024,491,491,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,an 302 Artillery Regiment Medical Reception Station Onitsha,February 2024,495,495,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,an 302 Artillery Regiment Medical Reception Station Onitsha,March 2024,468,468,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,an 302 Artillery Regiment Medical Reception Station Onitsha,April 2024,498,498,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,an 302 Artillery Regiment Medical Reception Station Onitsha,May 2024,489,489,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,an 302 Artillery Regiment Medical Reception Station Onitsha,June 2024,468,468,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ba 33 Brigade Medical Center Shadawanka,October 2023,129,129,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ba 33 Brigade Medical Center Shadawanka,November 2023,128,128,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ba 33 Brigade Medical Center Shadawanka,December 2023,132,132,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ba 33 Brigade Medical Center Shadawanka,January 2024,145,145,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ba 33 Brigade Medical Center Shadawanka,February 2024,147,147,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ba 33 Brigade Medical Center Shadawanka,March 2024,152,152,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ba 33 Brigade Medical Center Shadawanka,April 2024,159,159,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ba 33 Brigade Medical Center Shadawanka,May 2024,160,160,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ba 33 Brigade Medical Center Shadawanka,June 2024,163,163,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,October 2023,66,66,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,November 2023,66,66,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,December 2023,66,66,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,January 2024,72,72,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,February 2024,72,72,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,March 2024,69,69,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,April 2024,72,72,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,May 2024,71,71,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,June 2024,72,72,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,be 161 Nigerian Airforce Hospital Makurdi,October 2023,3525,3525,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,be 161 Nigerian Airforce Hospital Makurdi,November 2023,3575,3575,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,be 161 Nigerian Airforce Hospital Makurdi,December 2023,2842,2842,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,be 161 Nigerian Airforce Hospital Makurdi,January 2024,3517,3517,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,be 161 Nigerian Airforce Hospital Makurdi,February 2024,2994,2994,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,be 161 Nigerian Airforce Hospital Makurdi,March 2024,2805,2805,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,be 161 Nigerian Airforce Hospital Makurdi,April 2024,3488,3488,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,be 161 Nigerian Airforce Hospital Makurdi,May 2024,3525,3525,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,be 161 Nigerian Airforce Hospital Makurdi,June 2024,3664,3664,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,bo 7 Division Medical Services and Hospital Maiduguri,October 2023,226,226,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,bo 7 Division Medical Services and Hospital Maiduguri,November 2023,230,230,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,bo 7 Division Medical Services and Hospital Maiduguri,December 2023,103,103,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,bo 7 Division Medical Services and Hospital Maiduguri,January 2024,103,103,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,bo 7 Division Medical Services and Hospital Maiduguri,February 2024,103,103,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,bo 7 Division Medical Services and Hospital Maiduguri,March 2024,72,72,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,bo 7 Division Medical Services and Hospital Maiduguri,April 2024,72,72,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,bo 7 Division Medical Services and Hospital Maiduguri,May 2024,120,120,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,bo 7 Division Medical Services and Hospital Maiduguri,June 2024,140,140,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,cr Nigerian Navy Reference Hospital Calabar,October 2023,738,738,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,cr Nigerian Navy Reference Hospital Calabar,November 2023,731,731,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,cr Nigerian Navy Reference Hospital Calabar,December 2023,594,594,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,cr Nigerian Navy Reference Hospital Calabar,January 2024,626,626,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,cr Nigerian Navy Reference Hospital Calabar,February 2024,618,618,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,cr Nigerian Navy Reference Hospital Calabar,March 2024,550,550,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,cr Nigerian Navy Reference Hospital Calabar,April 2024,607,607,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,cr Nigerian Navy Reference Hospital Calabar,May 2024,663,663,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,cr Nigerian Navy Reference Hospital Calabar,June 2024,712,712,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,de Nigerian Navy Hospital Warri,October 2023,1255,1255,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,de Nigerian Navy Hospital Warri,November 2023,1137,1137,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,de Nigerian Navy Hospital Warri,December 2023,1227,1227,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,de Nigerian Navy Hospital Warri,January 2024,1116,1116,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,de Nigerian Navy Hospital Warri,February 2024,1052,1052,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,de Nigerian Navy Hospital Warri,March 2024,982,982,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,de Nigerian Navy Hospital Warri,April 2024,928,928,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,de Nigerian Navy Hospital Warri,May 2024,1215,1215,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,de Nigerian Navy Hospital Warri,June 2024,1332,1332,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ed Military Hospital Benin,October 2023,251,251,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ed Military Hospital Benin,November 2023,224,224,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ed Military Hospital Benin,December 2023,85,85,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ed Military Hospital Benin,January 2024,199,199,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ed Military Hospital Benin,February 2024,200,200,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ed Military Hospital Benin,March 2024,167,167,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ed Military Hospital Benin,April 2024,123,123,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ed Military Hospital Benin,May 2024,122,122,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ed Military Hospital Benin,June 2024,100,100,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,en 82 Division Medical Services and Hospital Enugu,October 2023,1263,1263,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,en 82 Division Medical Services and Hospital Enugu,November 2023,1392,1392,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,en 82 Division Medical Services and Hospital Enugu,December 2023,1175,1175,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,en 82 Division Medical Services and Hospital Enugu,January 2024,1444,1444,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,en 82 Division Medical Services and Hospital Enugu,February 2024,1455,1455,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,en 82 Division Medical Services and Hospital Enugu,March 2024,1371,1371,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,en 82 Division Medical Services and Hospital Enugu,April 2024,1495,1495,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,en 82 Division Medical Services and Hospital Enugu,May 2024,1498,1498,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,en 82 Division Medical Services and Hospital Enugu,June 2024,1520,1520,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,fc 063 Nigerian Airforce Hospital Abuja,October 2023,302,302,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,fc 063 Nigerian Airforce Hospital Abuja,November 2023,301,301,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,fc 063 Nigerian Airforce Hospital Abuja,December 2023,271,271,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,fc 063 Nigerian Airforce Hospital Abuja,January 2024,292,292,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,fc 063 Nigerian Airforce Hospital Abuja,February 2024,291,291,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,fc 063 Nigerian Airforce Hospital Abuja,March 2024,291,291,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,fc 063 Nigerian Airforce Hospital Abuja,April 2024,308,308,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,fc 063 Nigerian Airforce Hospital Abuja,May 2024,318,318,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,fc 063 Nigerian Airforce Hospital Abuja,June 2024,327,327,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,fc Defence Headquarters Medical Center Abuja,October 2023,1484,1484,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,fc Defence Headquarters Medical Center Abuja,November 2023,1511,1511,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,fc Defence Headquarters Medical Center Abuja,December 2023,1044,1044,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,fc Defence Headquarters Medical Center Abuja,January 2024,1310,1310,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,fc Defence Headquarters Medical Center Abuja,February 2024,1480,1480,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,fc Defence Headquarters Medical Center Abuja,March 2024,1379,1379,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,fc Defence Headquarters Medical Center Abuja,April 2024,1325,1325,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,fc Defence Headquarters Medical Center Abuja,May 2024,1366,1366,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,fc Defence Headquarters Medical Center Abuja,June 2024,1394,1394,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,fc Guards Brigade Medical Center Mambilla Barracks Abuja,October 2023,41,41,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,fc Guards Brigade Medical Center Mambilla Barracks Abuja,November 2023,44,44,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,fc Guards Brigade Medical Center Mambilla Barracks Abuja,December 2023,28,28,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,fc Guards Brigade Medical Center Mambilla Barracks Abuja,January 2024,49,49,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,fc Guards Brigade Medical Center Mambilla Barracks Abuja,February 2024,50,50,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,fc Guards Brigade Medical Center Mambilla Barracks Abuja,March 2024,43,43,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,fc Guards Brigade Medical Center Mambilla Barracks Abuja,April 2024,59,59,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,fc Guards Brigade Medical Center Mambilla Barracks Abuja,May 2024,59,59,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,fc Guards Brigade Medical Center Mambilla Barracks Abuja,June 2024,68,68,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,im 34 Brigade Medical Centre Owerri,October 2023,856,856,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,im 34 Brigade Medical Centre Owerri,November 2023,872,872,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,im 34 Brigade Medical Centre Owerri,December 2023,888,888,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,im 34 Brigade Medical Centre Owerri,January 2024,773,773,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,im 34 Brigade Medical Centre Owerri,February 2024,833,833,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,im 34 Brigade Medical Centre Owerri,March 2024,707,707,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,im 34 Brigade Medical Centre Owerri,April 2024,752,752,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,im 34 Brigade Medical Centre Owerri,May 2024,759,759,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,im 34 Brigade Medical Centre Owerri,June 2024,698,698,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kd 44 Nigerian Army Reference Hospital Kaduna,October 2023,3098,3098,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kd 44 Nigerian Army Reference Hospital Kaduna,November 2023,3174,3174,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kd 44 Nigerian Army Reference Hospital Kaduna,December 2023,3084,3084,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kd 44 Nigerian Army Reference Hospital Kaduna,January 2024,3224,3224,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kd 44 Nigerian Army Reference Hospital Kaduna,February 2024,3224,3224,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kd 44 Nigerian Army Reference Hospital Kaduna,March 2024,2760,2760,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kd 44 Nigerian Army Reference Hospital Kaduna,April 2024,3094,3094,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kd 44 Nigerian Army Reference Hospital Kaduna,May 2024,3379,3379,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kd 44 Nigerian Army Reference Hospital Kaduna,June 2024,3215,3215,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,October 2023,381,381,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,November 2023,387,387,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,December 2023,314,314,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,January 2024,316,316,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,February 2024,286,286,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,March 2024,281,281,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,April 2024,358,358,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,May 2024,381,381,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,June 2024,396,396,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kn Armed Forces Specialist Hospital Kano,October 2023,384,384,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kn Armed Forces Specialist Hospital Kano,November 2023,389,389,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kn Armed Forces Specialist Hospital Kano,December 2023,330,330,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kn Armed Forces Specialist Hospital Kano,January 2024,401,401,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kn Armed Forces Specialist Hospital Kano,February 2024,370,370,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kn Armed Forces Specialist Hospital Kano,March 2024,298,298,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kn Armed Forces Specialist Hospital Kano,April 2024,370,370,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kn Armed Forces Specialist Hospital Kano,May 2024,390,390,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kn Armed Forces Specialist Hospital Kano,June 2024,385,385,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 661 Nigerian Airforce Hospital Ikeja,October 2023,683,683,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 661 Nigerian Airforce Hospital Ikeja,November 2023,740,740,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 661 Nigerian Airforce Hospital Ikeja,December 2023,749,749,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 661 Nigerian Airforce Hospital Ikeja,January 2024,763,763,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 661 Nigerian Airforce Hospital Ikeja,February 2024,792,792,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 661 Nigerian Airforce Hospital Ikeja,March 2024,700,700,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 661 Nigerian Airforce Hospital Ikeja,April 2024,782,782,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 661 Nigerian Airforce Hospital Ikeja,May 2024,819,819,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 661 Nigerian Airforce Hospital Ikeja,June 2024,776,776,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 68 Nigerian Army Reference Hospital Yaba,October 2023,3321,3321,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 68 Nigerian Army Reference Hospital Yaba,November 2023,3269,3269,1,1,1,1
